,team_id,player_id
0,1610612737,203992
1,1610612737,1629629
2,1610612737,1628419
3,1610612737,1627760
4,1610612737,1630602
5,1610612737,203991
6,1610612737,201568
7,1610612737,1629631
8,1610612737,1626153
9,1610612737,203476
10,1610612737,1630552
11,1610612737,1628381
12,1610612737,1628989
13,1610612737,1628995
14,1610612737,202362
15,1610612737,101150
16,1610612737,1630792
17,1610612737,1630168
18,1610612737,1630536
19,1610612737,1630219
20,1610612737,203524
21,1610612737,1627789
22,1610612737,1629027
23,1610612737,1628411
24,1610612738,1630174
25,1610612738,201143
26,1610612738,1630271
27,1610612738,1628981
28,1610612738,101139
29,1610612738,1628464
30,1610612738,203471
31,1610612738,1628401
32,1610612738,202683
33,1610612738,1629684
34,1610612738,203953
35,1610612738,1627759
36,1610612738,1628369
37,1610612738,2207
38,1610612738,1626196
39,1610612738,1627823
40,1610612738,1628382
41,1610612738,1629752
42,1610612738,1629103
43,1610612738,1628436
44,1610612738,1630238
45,1610612738,203935
46,1610612738,1630346
47,1610612738,203917
48,1610612738,1630202
49,1610612738,1629057
50,1610612738,1629641
51,1610612738,1630573
52,1610612739,1629164
53,1610612739,1627747
54,1610612739,1626224
55,1610612739,1629012
56,1610612739,1629636
57,1610612739,1629731
58,1610612739,1627756
59,1610612739,1629685
60,1610612739,202334
61,1610612739,1630596
62,1610612739,1630171
63,1610612739,1628386
64,1610612739,1626147
65,1610612739,201567
66,1610612739,1630698
67,1610612739,1630205
68,1610612739,1628374
69,1610612739,1628436
70,1610612739,1629005
71,1610612739,1629650
72,1610612739,1630612
73,1610612739,200765
74,1610612739,201937
75,1610612739,1629605
76,1610612739,204025
77,1610612739,1630286
78,1610612740,1628993
79,1610612740,1627742
80,1610612740,203468
81,1610612740,1628984
82,1610612740,1629712
83,1610612740,202066
84,1610612740,1629109
85,1610612740,1630529
86,1610612740,1629607
87,1610612740,1629637
88,1610612740,202685
89,1610612740,1630631
90,1610612740,1628404
91,1610612740,1630184
92,1610612740,1626204
93,1610612740,1630230
94,1610612740,1629638
95,1610612740,203107
96,1610612740,203503
97,1610612740,1630530
98,1610612740,1627820
99,1610612740,1626195
100,1610612741,1627936
101,1610612741,1628035
102,1610612741,1628993
103,1610612741,1630245
104,1610612741,1629632
105,1610612741,201942
106,1610612741,1627884
107,1610612741,1629653
108,1610612741,1629750
109,1610612741,1628395
110,1610612741,1628366
111,1610612741,1630644
112,1610612741,1630792
113,1610612741,1630250
114,1610612741,1629744
115,1610612741,202696
116,1610612741,1630172
117,1610612741,1628396
118,1610612741,202684
119,1610612741,1628972
120,1610612741,1629076
121,1610612741,203897
122,1610612742,1626246
123,1610612742,202688
124,1610612742,1630637
125,1610612742,1629718
126,1610612742,202722
127,1610612742,1627827
128,1610612742,203939
129,1610612742,1630647
130,1610612742,1628373
131,1610612742,1628994
132,1610612742,202738
133,1610612742,1630605
134,1610612742,1628973
135,1610612742,1630182
136,1610612742,204001
137,1610612742,1629029
138,1610612742,1627737
139,1610612742,1628467
140,1610612742,1629650
141,1610612742,1630589
142,1610612742,203493
143,1610612742,203915
144,1610612742,1628425
145,1610612742,1629033
146,1610612742,203501
147,1610612742,203504
148,1610612742,1626161
149,1610612743,203932
150,1610612743,203085
151,1610612743,1629626
152,1610612743,1630538
153,1610612743,1627854
154,1610612743,1630637
155,1610612743,1628432
156,1610612743,202326
157,1610612743,1630267
158,1610612743,203210
159,1610612743,203516
160,1610612743,201145
161,1610612743,1630210
162,1610612743,1629008
163,1610612743,1628420
164,1610612743,203999
165,1610612743,1628408
166,1610612743,1627822
167,1610612743,1629730
168,1610612743,1628427
169,1610612743,203115
170,1610612743,1630192
171,1610612744,2738
172,1610612744,203952
173,1610612744,1629185
174,1610612744,1627814
175,1610612744,203110
176,1610612744,1627780
177,1610612744,1630288
178,1610612744,1630228
179,1610612744,1629673
180,1610612744,1629308
181,1610612744,1626172
182,1610612744,202691
183,1610612744,1630541
184,1610612744,202357
185,1610612744,203490
186,1610612744,1629683
187,1610612744,201939
188,1610612745,1630578
189,1610612745,1629717
190,1610612745,1628981
191,1610612745,1626174
192,1610612745,201571
193,1610612745,1630227
194,1610612745,1628464
195,1610612745,1627863
196,1610612745,1628021
197,1610612745,203471
198,1610612745,201569
199,1610612745,1629726
200,1610612745,1630256
201,1610612745,1630224
202,1610612745,1630528
203,1610612745,1630231
204,1610612745,1629645
205,1610612745,1630243
206,1610612745,1630586
207,1610612746,1629599
208,1610612746,1630527
209,1610612746,202339
210,1610612746,1628392
211,1610612746,1627826
212,1610612746,203516
213,1610612746,1630206
214,1610612746,1626159
215,1610612746,1630553
216,1610612746,1628379
217,1610612746,202694
218,1610612746,1630589
219,1610612746,201587
220,1610612746,1626181
221,1610612746,202331
222,1610612746,202704
223,1610612746,203496
224,1610612746,203918
225,1610612746,1628400
226,1610612746,201586
227,1610612746,1629611
228,1610612746,1629117
229,1610612746,1629875
230,1610612747,203076
231,1610612747,1630559
232,1610612747,202340
233,1610612747,2546
234,1610612747,1630602
235,1610612747,201571
236,1610612747,201954
237,1610612747,201599
238,1610612747,2730
239,1610612747,202738
240,1610612747,1630643
241,1610612747,1629203
242,1610612747,203145
243,1610612747,2544
244,1610612747,1630644
245,1610612747,1628370
246,1610612747,1630222
247,1610612747,200765
248,1610612747,201566
249,1610612747,1629635
250,1610612747,1626169
251,1610612747,1629659
252,1610612747,2772
253,1610612747,201961
254,1610612747,1629117
255,1610612748,1628389
256,1610612748,1628997
257,1610612748,1629735
258,1610612748,203473
259,1610612748,1629130
260,1610612748,1629216
261,1610612748,1629312
262,1610612748,1630606
263,1610612748,202710
264,1610612748,1629644
265,1610612748,1629657
266,1610612748,200768
267,1610612748,1630585
268,1610612748,202693
269,1610612748,1629622
270,1610612748,1628539
271,1610612748,203917
272,1610612748,1630209
273,1610612748,200782
274,1610612748,1629639
275,1610612748,2617
276,1610612748,203506
277,1610612749,1626171
278,1610612749,201572
279,1610612749,1627761
280,1610612749,202326
281,1610612749,1628978
282,1610612749,201588
283,1610612749,1630686
284,1610612749,203507
285,1610612749,1628960
286,1610612749,202328
287,1610612749,1629602
288,1610612749,1630606
289,1610612749,1630288
290,1610612749,1628975
291,1610612749,1629670
292,1610612749,201950
293,1610612749,1629620
294,1610612749,203114
295,1610612749,204038
296,1610612749,1629623
297,1610612749,1628436
298,1610612749,1626192
299,1610612749,1629730
300,1610612749,203918
301,1610612749,1630572
302,1610612749,1628400
303,1610612749,201586
304,1610612749,203648
305,1610612749,202083
306,1610612750,1630162
307,1610612750,1629735
308,1610612750,1626156
309,1610612750,202328
310,1610612750,1630183
311,1610612750,1627774
312,1610612750,1629020
313,1610612750,1629669
314,1610612750,1629162
315,1610612750,1629006
316,1610612750,1626157
317,1610612750,1630195
318,1610612750,1627736
319,1610612750,1630593
320,1610612750,1630233
321,1610612750,1629675
322,1610612750,201976
323,1610612750,1627752
324,1610612751,203083
325,1610612751,201933
326,1610612751,1628971
327,1610612751,1630560
328,1610612751,1630561
329,1610612751,1630549
330,1610612751,1627761
331,1610612751,201609
332,1610612751,203516
333,1610612751,201935
334,1610612751,201949
335,1610612751,1628975
336,1610612751,203925
337,1610612751,1630556
338,1610612751,201142
339,1610612751,202681
340,1610612751,200746
341,1610612751,204038
342,1610612751,1629651
343,1610612751,201988
344,1610612751,200794
345,1610612751,203552
346,1610612751,1627885
347,1610612751,1629117
348,1610612752,202692
349,1610612752,1629629
350,1610612752,1628422
351,1610612752,1627863
352,1610612752,201565
353,1610612752,203095
354,1610612752,1630624
355,1610612752,1630193
356,1610612752,1630579
357,1610612752,203944
358,1610612752,202689
359,1610612752,1628995
360,1610612752,1629760
361,1610612752,1630540
362,1610612752,1629011
363,1610612752,203457
364,1610612752,1630167
365,1610612752,1629656
366,1610612752,1629628
367,1610612752,1627853
